date,revenue
2016-03-19,784242.8599997985
2016-03-20,841155.7399997949
2016-03-21,665343.7899998704
2016-03-22,632470.0799999048
2016-03-23,617734.5099999054
2016-03-24,601911.1299999075
2016-03-25,790604.4699998297
2016-03-26,936732.1999997789
2016-03-27,831152.7799997922
2016-03-28,625167.3999998821
2016-03-29,576466.5299999147
2016-03-30,553513.2699999446
2016-03-31,578192.9099998983
2016-04-01,760621.4099998389
2016-04-02,912565.7899997592
2016-04-03,1019876.5399997636
2016-04-04,734465.7199998327
2016-04-05,743826.8999998362
2016-04-06,742676.579999866
2016-04-07,688336.2099998742
2016-04-08,790254.53999981
2016-04-09,1032224.8099997608
2016-04-10,1003482.1299997402
2016-04-11,800213.3399998092
2016-04-12,751592.289999874
2016-04-13,658452.1099998888
2016-04-14,700068.709999891
2016-04-15,772668.8599998222
2016-04-16,846566.1899997897
2016-04-17,931676.4299997726
2016-04-18,707634.3399998136
2016-04-19,673939.469999883
2016-04-20,642077.1699998924
2016-04-21,629056.1399998857
2016-04-22,710446.9099998507
2016-04-23,837780.5499997828
2016-04-24,882321.1299997503
2016-04-25,692222.7699998443
2016-04-26,629879.849999884
2016-04-27,606175.2299999156
2016-04-28,609473.8699999154
2016-04-29,731358.8399998327
2016-04-30,851908.1199998163
2016-05-01,947961.1999997512
2016-05-02,790657.9499997741
2016-05-03,801364.039999825
2016-05-04,723313.2599998441
2016-05-05,766740.9099998666
2016-05-06,822478.5699998087
2016-05-07,983202.0499997615
2016-05-08,866437.0599998052
2016-05-09,900638.0299997968
2016-05-10,753415.1599998408
2016-05-11,804704.6499998621
2016-05-12,770187.8899998828
2016-05-13,797434.7199998281
2016-05-14,976319.0199997597
2016-05-15,1125547.129999662
2016-05-16,790641.8199998003
2016-05-17,698862.9899998624
2016-05-18,663407.919999878
2016-05-19,666856.8199998791
2016-05-20,733129.1799998439
2016-05-21,885137.6899997721
2016-05-22,958174.6299997481
